country,technology,year,pub_count
Norway,CO2 capture,2011,114
Norway,CO2 capture,2012,111
Norway,CO2 capture,2013,175
Norway,CO2 capture,2014,205
Norway,CO2 capture,2015,124
Norway,CO2 capture,2016,159
Norway,CO2 capture,2017,236
Norway,CO2 capture,2018,233
Norway,CO2 capture,2019,293
Norway,CO2 capture,2020,306
Norway,CO2 capture,2021,400
Norway,CO2 capture,2022,474
Norway,CO2 capture,2023,587
Poland,CO2 capture,1992,1
Poland,CO2 capture,1993,1
Poland,CO2 capture,1997,1
Poland,CO2 capture,2000,1
Poland,CO2 capture,2004,3
Poland,CO2 capture,2005,2
Poland,CO2 capture,2006,1
Poland,CO2 capture,2007,3
Poland,CO2 capture,2008,6
Poland,CO2 capture,2009,10
Poland,CO2 capture,2010,32
Poland,CO2 capture,2011,29
Poland,CO2 capture,2012,48
Poland,CO2 capture,2013,65
Poland,CO2 capture,2014,88
Poland,CO2 capture,2015,89
Poland,CO2 capture,2016,149
Poland,CO2 capture,2017,138
Poland,CO2 capture,2018,139
Poland,CO2 capture,2019,168
Poland,CO2 capture,2020,241
Poland,CO2 capture,2021,301
Poland,CO2 capture,2022,360
Poland,CO2 capture,2023,556
Portugal,CO2 capture,2005,8
Portugal,CO2 capture,2006,5
Portugal,CO2 capture,2007,10
Portugal,CO2 capture,2008,3
Portugal,CO2 capture,2009,13
Portugal,CO2 capture,2010,21
Portugal,CO2 capture,2011,31
Portugal,CO2 capture,2012,31
Portugal,CO2 capture,2013,37
Portugal,CO2 capture,2014,46
Portugal,CO2 capture,2015,53
Portugal,CO2 capture,2016,76
Portugal,CO2 capture,2017,85
Portugal,CO2 capture,2018,97
Portugal,CO2 capture,2019,118
Portugal,CO2 capture,2020,176
Portugal,CO2 capture,2021,224
Portugal,CO2 capture,2022,292
Portugal,CO2 capture,2023,422
Republic of Türkiye,CO2 capture,2003,1
Republic of Türkiye,CO2 capture,2004,1
Republic of Türkiye,CO2 capture,2005,4
Republic of Türkiye,CO2 capture,2006,2
Republic of Türkiye,CO2 capture,2007,3
Republic of Türkiye,CO2 capture,2008,4
Republic of Türkiye,CO2 capture,2009,5
Republic of Türkiye,CO2 capture,2010,7
Republic of Türkiye,CO2 capture,2011,12
Republic of Türkiye,CO2 capture,2012,10
Republic of Türkiye,CO2 capture,2013,18
Republic of Türkiye,CO2 capture,2014,15
Republic of Türkiye,CO2 capture,2015,23
Republic of Türkiye,CO2 capture,2016,34
Republic of Türkiye,CO2 capture,2017,54
Republic of Türkiye,CO2 capture,2018,71
Republic of Türkiye,CO2 capture,2019,96
Republic of Türkiye,CO2 capture,2020,137
Republic of Türkiye,CO2 capture,2021,177
Republic of Türkiye,CO2 capture,2022,263
Republic of Türkiye,CO2 capture,2023,422
Slovak Republic,CO2 capture,1999,1
Slovak Republic,CO2 capture,2003,1
Slovak Republic,CO2 capture,2004,2
Slovak Republic,CO2 capture,2005,5
Slovak Republic,CO2 capture,2006,5
Slovak Republic,CO2 capture,2007,7
Slovak Republic,CO2 capture,2008,8
Slovak Republic,CO2 capture,2009,12
Slovak Republic,CO2 capture,2010,9
Slovak Republic,CO2 capture,2011,16
Slovak Republic,CO2 capture,2012,21
Slovak Republic,CO2 capture,2013,26
Slovak Republic,CO2 capture,2014,31
Slovak Republic,CO2 capture,2015,33
Slovak Republic,CO2 capture,2016,38
Slovak Republic,CO2 capture,2017,37
Slovak Republic,CO2 capture,2018,36
Slovak Republic,CO2 capture,2019,48
Slovak Republic,CO2 capture,2020,75
Slovak Republic,CO2 capture,2021,78
Slovak Republic,CO2 capture,2022,67
Slovak Republic,CO2 capture,2023,126
Spain,CO2 capture,1991,1
Spain,CO2 capture,1995,1
Spain,CO2 capture,1997,2
Spain,CO2 capture,1998,2
Spain,CO2 capture,1999,2
Spain,CO2 capture,2000,2
Spain,CO2 capture,2001,3
Spain,CO2 capture,2002,6
Spain,CO2 capture,2003,12
Spain,CO2 capture,2004,11
Spain,CO2 capture,2005,25
Spain,CO2 capture,2006,19
Spain,CO2 capture,2007,35
Spain,CO2 capture,2008,46
Spain,CO2 capture,2009,74
Spain,CO2 capture,2010,93
Spain,CO2 capture,2011,128
Spain,CO2 capture,2012,168
Spain,CO2 capture,2013,210
Spain,CO2 capture,2014,240
Spain,CO2 capture,2015,239
Spain,CO2 capture,2016,295
Spain,CO2 capture,2017,364
Spain,CO2 capture,2018,446
Spain,CO2 capture,2019,449
Spain,CO2 capture,2020,620
Spain,CO2 capture,2021,657
Spain,CO2 capture,2022,974
Spain,CO2 capture,2023,1317
Sweden,CO2 capture,1976,1
Sweden,CO2 capture,1992,1
Sweden,CO2 capture,1993,2
Sweden,CO2 capture,1997,5
Sweden,CO2 capture,1998,6
Sweden,CO2 capture,1999,2
Sweden,CO2 capture,2000,4
Sweden,CO2 capture,2001,9
Sweden,CO2 capture,2002,6
Sweden,CO2 capture,2003,20
Sweden,CO2 capture,2004,15
Sweden,CO2 capture,2005,32
Sweden,CO2 capture,2006,27
Sweden,CO2 capture,2007,33
Sweden,CO2 capture,2008,39
Sweden,CO2 capture,2009,76
Sweden,CO2 capture,2010,67
Sweden,CO2 capture,2011,121
Sweden,CO2 capture,2012,101
Sweden,CO2 capture,2013,128
Sweden,CO2 capture,2014,162
Sweden,CO2 capture,2015,192
Sweden,CO2 capture,2016,202
Sweden,CO2 capture,2017,216
Sweden,CO2 capture,2018,279
Sweden,CO2 capture,2019,274
Sweden,CO2 capture,2020,361
Sweden,CO2 capture,2021,441
Sweden,CO2 capture,2022,526
Sweden,CO2 capture,2023,704
Switzerland,CO2 capture,1976,1
Switzerland,CO2 capture,1981,1
Switzerland,CO2 capture,1994,1
Switzerland,CO2 capture,1995,1
Switzerland,CO2 capture,1996,1
Switzerland,CO2 capture,1997,1
Switzerland,CO2 capture,1998,2
Switzerland,CO2 capture,1999,4
Switzerland,CO2 capture,2000,4
Switzerland,CO2 capture,2001,5
Switzerland,CO2 capture,2002,5
Switzerland,CO2 capture,2003,9
Switzerland,CO2 capture,2004,11
Switzerland,CO2 capture,2005,18
Switzerland,CO2 capture,2006,24
Switzerland,CO2 capture,2007,27
Switzerland,CO2 capture,2008,34
Switzerland,CO2 capture,2009,57
Switzerland,CO2 capture,2010,53
Switzerland,CO2 capture,2011,61
Switzerland,CO2 capture,2012,78
Switzerland,CO2 capture,2013,115
Switzerland,CO2 capture,2014,98
Switzerland,CO2 capture,2015,154
Switzerland,CO2 capture,2016,155
Switzerland,CO2 capture,2017,180
Switzerland,CO2 capture,2018,226
Switzerland,CO2 capture,2019,255
Switzerland,CO2 capture,2020,325
Switzerland,CO2 capture,2021,436
Switzerland,CO2 capture,2022,520
Switzerland,CO2 capture,2023,651
United Kingdom,CO2 capture,1975,1
United Kingdom,CO2 capture,1976,2
United Kingdom,CO2 capture,1978,1
United Kingdom,CO2 capture,1982,1
United Kingdom,CO2 capture,1986,2
United Kingdom,CO2 capture,1988,2
United Kingdom,CO2 capture,1989,1
United Kingdom,CO2 capture,1990,1
United Kingdom,CO2 capture,1991,3
United Kingdom,CO2 capture,1992,4
United Kingdom,CO2 capture,1993,3
United Kingdom,CO2 capture,1994,3
United Kingdom,CO2 capture,1995,6
United Kingdom,CO2 capture,1996,5
United Kingdom,CO2 capture,1997,11
United Kingdom,CO2 capture,1998,12
United Kingdom,CO2 capture,1999,6
United Kingdom,CO2 capture,2000,24
United Kingdom,CO2 capture,2001,22
United Kingdom,CO2 capture,2002,29
United Kingdom,CO2 capture,2003,44
United Kingdom,CO2 capture,2004,50
United Kingdom,CO2 capture,2005,90
United Kingdom,CO2 capture,2006,69
United Kingdom,CO2 capture,2007,130
United Kingdom,CO2 capture,2008,156
United Kingdom,CO2 capture,2009,241
United Kingdom,CO2 capture,2010,291
United Kingdom,CO2 capture,2011,362
United Kingdom,CO2 capture,2012,405
United Kingdom,CO2 capture,2013,524
United Kingdom,CO2 capture,2014,656
United Kingdom,CO2 capture,2015,716
United Kingdom,CO2 capture,2016,836
United Kingdom,CO2 capture,2017,1033
United Kingdom,CO2 capture,2018,1053
United Kingdom,CO2 capture,2019,1215
United Kingdom,CO2 capture,2020,1525
United Kingdom,CO2 capture,2021,1848
United Kingdom,CO2 capture,2022,2142
United Kingdom,CO2 capture,2023,2850
United States,CO2 capture,1975,2
United States,CO2 capture,1976,1
United States,CO2 capture,1977,3
United States,CO2 capture,1978,2
United States,CO2 capture,1980,2
United States,CO2 capture,1981,3
United States,CO2 capture,1982,2
United States,CO2 capture,1983,1
United States,CO2 capture,1984,2
United States,CO2 capture,1985,3
United States,CO2 capture,1986,2
United States,CO2 capture,1987,3
United States,CO2 capture,1988,2
United States,CO2 capture,1989,5
United States,CO2 capture,1990,3
United States,CO2 capture,1991,6
United States,CO2 capture,1992,10
United States,CO2 capture,1993,23
United States,CO2 capture,1994,17
United States,CO2 capture,1995,23
United States,CO2 capture,1996,20
United States,CO2 capture,1997,38
United States,CO2 capture,1998,34
United States,CO2 capture,1999,55
United States,CO2 capture,2000,120
United States,CO2 capture,2001,154
United States,CO2 capture,2002,169
United States,CO2 capture,2003,283
United States,CO2 capture,2004,281
United States,CO2 capture,2005,354
United States,CO2 capture,2006,339
United States,CO2 capture,2007,432
United States,CO2 capture,2008,573
United States,CO2 capture,2009,912
United States,CO2 capture,2010,924
United States,CO2 capture,2011,1266
United States,CO2 capture,2012,1423
United States,CO2 capture,2013,1683
United States,CO2 capture,2014,1758
United States,CO2 capture,2015,1685
United States,CO2 capture,2016,1796
United States,CO2 capture,2017,2073
United States,CO2 capture,2018,1984
United States,CO2 capture,2019,2292
United States,CO2 capture,2020,2851
United States,CO2 capture,2021,3332
United States,CO2 capture,2022,3993
United States,CO2 capture,2023,5430
Australia,Geothermal,1975,1
Australia,Geothermal,1976,1
Australia,Geothermal,1978,2
Australia,Geothermal,1979,4
Australia,Geothermal,1980,5
Australia,Geothermal,1981,1
Australia,Geothermal,1982,1
Australia,Geothermal,1983,1
Australia,Geothermal,1984,5
Australia,Geothermal,1986,1
Australia,Geothermal,1988,1
Australia,Geothermal,1989,2
Australia,Geothermal,1990,1
Australia,Geothermal,1991,2
Australia,Geothermal,1993,2
Australia,Geothermal,1994,2
Australia,Geothermal,1996,1
Australia,Geothermal,1998,1
Australia,Geothermal,1999,5
Australia,Geothermal,2000,2
Australia,Geothermal,2001,2
Australia,Geothermal,2002,4
Australia,Geothermal,2003,3
Australia,Geothermal,2004,7
Australia,Geothermal,2005,4
Australia,Geothermal,2006,10
Australia,Geothermal,2007,4
Australia,Geothermal,2008,12
Australia,Geothermal,2009,23
Australia,Geothermal,2010,34
Australia,Geothermal,2011,42
Australia,Geothermal,2012,56
Australia,Geothermal,2013,61
Australia,Geothermal,2014,50
Australia,Geothermal,2015,61
Australia,Geothermal,2016,56
Australia,Geothermal,2017,68
Australia,Geothermal,2018,92
Australia,Geothermal,2019,81
Australia,Geothermal,2020,116
Australia,Geothermal,2021,110
Australia,Geothermal,2022,112
Australia,Geothermal,2023,182
Austria,Geothermal,1977,1
Austria,Geothermal,1980,1
Austria,Geothermal,1985,1
Austria,Geothermal,1986,1
Austria,Geothermal,1991,1
Austria,Geothermal,1992,1
Austria,Geothermal,2001,1
Austria,Geothermal,2002,1
Austria,Geothermal,2003,2
Austria,Geothermal,2006,2
Austria,Geothermal,2007,4
Austria,Geothermal,2008,2
Austria,Geothermal,2009,5
Austria,Geothermal,2010,9
Austria,Geothermal,2011,3
Austria,Geothermal,2012,3
Austria,Geothermal,2013,7
Austria,Geothermal,2014,14
Austria,Geothermal,2015,10
Austria,Geothermal,2016,19
Austria,Geothermal,2017,24
Austria,Geothermal,2018,21
Austria,Geothermal,2019,23
Austria,Geothermal,2020,35
Austria,Geothermal,2021,33
Austria,Geothermal,2022,52
Austria,Geothermal,2023,50
Belgium,Geothermal,1980,3
Belgium,Geothermal,1981,2
Belgium,Geothermal,1982,1
Belgium,Geothermal,1985,3
Belgium,Geothermal,1989,1
Belgium,Geothermal,1990,2
Belgium,Geothermal,1991,1
Belgium,Geothermal,1992,1
Belgium,Geothermal,1996,3
Belgium,Geothermal,1998,2
Belgium,Geothermal,1999,4
Belgium,Geothermal,2000,1
Belgium,Geothermal,2001,1
Belgium,Geothermal,2002,1
Belgium,Geothermal,2003,1
Belgium,Geothermal,2004,2
Belgium,Geothermal,2005,2
Belgium,Geothermal,2007,6
Belgium,Geothermal,2008,5
Belgium,Geothermal,2009,3
Belgium,Geothermal,2010,7
Belgium,Geothermal,2011,7
Belgium,Geothermal,2012,12
Belgium,Geothermal,2013,19
Belgium,Geothermal,2014,23
Belgium,Geothermal,2015,29
Belgium,Geothermal,2016,26
Belgium,Geothermal,2017,26
Belgium,Geothermal,2018,35
Belgium,Geothermal,2019,40
Belgium,Geothermal,2020,48
Belgium,Geothermal,2021,63
Belgium,Geothermal,2022,53
Belgium,Geothermal,2023,78
Brazil,Geothermal,1978,1
Brazil,Geothermal,1979,1
Brazil,Geothermal,1982,1
Brazil,Geothermal,1984,1
Brazil,Geothermal,1986,1
Brazil,Geothermal,1988,1
Brazil,Geothermal,1990,1
Brazil,Geothermal,2001,1
Brazil,Geothermal,2004,1
Brazil,Geothermal,2005,1
Brazil,Geothermal,2006,1
Brazil,Geothermal,2007,4
Brazil,Geothermal,2008,2
Brazil,Geothermal,2009,4
Brazil,Geothermal,2010,4
Brazil,Geothermal,2011,5
Brazil,Geothermal,2012,3
Brazil,Geothermal,2013,11
Brazil,Geothermal,2014,11
Brazil,Geothermal,2015,10
Brazil,Geothermal,2016,12
Brazil,Geothermal,2017,14
Brazil,Geothermal,2018,25
Brazil,Geothermal,2019,23
Brazil,Geothermal,2020,29
Brazil,Geothermal,2021,40
Brazil,Geothermal,2022,37
Brazil,Geothermal,2023,76
Canada,Geothermal,1974,3
Canada,Geothermal,1975,6
Canada,Geothermal,1976,7
Canada,Geothermal,1977,8
Canada,Geothermal,1978,8
Canada,Geothermal,1979,3
Canada,Geothermal,1980,11
Canada,Geothermal,1981,7
Canada,Geothermal,1982,3
Canada,Geothermal,1983,6
Canada,Geothermal,1984,7
Canada,Geothermal,1985,4
Canada,Geothermal,1986,6
Canada,Geothermal,1987,1
Canada,Geothermal,1988,5
Canada,Geothermal,1989,3
Canada,Geothermal,1990,5
Canada,Geothermal,1991,3
Canada,Geothermal,1992,1
Canada,Geothermal,1993,5
Canada,Geothermal,1994,2
Canada,Geothermal,1996,6
Canada,Geothermal,1997,2
Canada,Geothermal,1998,2
Canada,Geothermal,1999,5
Canada,Geothermal,2000,4
Canada,Geothermal,2001,4
Canada,Geothermal,2002,4
Canada,Geothermal,2003,7
Canada,Geothermal,2004,4
Canada,Geothermal,2005,8
Canada,Geothermal,2006,10
Canada,Geothermal,2007,6
Canada,Geothermal,2008,17
Canada,Geothermal,2009,30
Canada,Geothermal,2010,18
Canada,Geothermal,2011,29
Canada,Geothermal,2012,40
Canada,Geothermal,2013,48
Canada,Geothermal,2014,63
Canada,Geothermal,2015,40
Canada,Geothermal,2016,63
Canada,Geothermal,2017,66
Canada,Geothermal,2018,87
Canada,Geothermal,2019,103
Canada,Geothermal,2020,139
Canada,Geothermal,2021,210
Canada,Geothermal,2022,150
Canada,Geothermal,2023,211
Chile,Geothermal,1988,1
Chile,Geothermal,1989,1
Chile,Geothermal,1991,1
Chile,Geothermal,1995,1
Chile,Geothermal,1997,2
Chile,Geothermal,2007,1
Chile,Geothermal,2008,2
Chile,Geothermal,2010,2
Chile,Geothermal,2011,5
Chile,Geothermal,2012,2
Chile,Geothermal,2013,2
Chile,Geothermal,2014,5
Chile,Geothermal,2015,10
Chile,Geothermal,2016,5
Chile,Geothermal,2017,9
Chile,Geothermal,2018,9
Chile,Geothermal,2019,14
Chile,Geothermal,2020,16
Chile,Geothermal,2021,21
Chile,Geothermal,2022,18
Chile,Geothermal,2023,27
Czech Republic,Geothermal,1975,1
Czech Republic,Geothermal,1977,1
Czech Republic,Geothermal,1979,1
Czech Republic,Geothermal,1981,1
Czech Republic,Geothermal,1983,1
Czech Republic,Geothermal,1993,1
Czech Republic,Geothermal,1997,1
Czech Republic,Geothermal,1999,1
Czech Republic,Geothermal,2001,1
Czech Republic,Geothermal,2002,1
Czech Republic,Geothermal,2004,2
Czech Republic,Geothermal,2005,1
Czech Republic,Geothermal,2006,1
Czech Republic,Geothermal,2008,2
Czech Republic,Geothermal,2009,3
Czech Republic,Geothermal,2010,6
Czech Republic,Geothermal,2011,5
Czech Republic,Geothermal,2012,6
Czech Republic,Geothermal,2013,8
Czech Republic,Geothermal,2014,9
Czech Republic,Geothermal,2015,8
Czech Republic,Geothermal,2016,7
Czech Republic,Geothermal,2017,18
Czech Republic,Geothermal,2018,11
Czech Republic,Geothermal,2019,20
Czech Republic,Geothermal,2020,30
Czech Republic,Geothermal,2021,36
Czech Republic,Geothermal,2022,31
Czech Republic,Geothermal,2023,57
Denmark,Geothermal,1978,1
Denmark,Geothermal,1979,1
Denmark,Geothermal,1983,1
Denmark,Geothermal,1984,1
Denmark,Geothermal,1989,2
Denmark,Geothermal,1999,1
Denmark,Geothermal,2001,2
Denmark,Geothermal,2002,3
Denmark,Geothermal,2003,5
Denmark,Geothermal,2004,4
Denmark,Geothermal,2005,2
Denmark,Geothermal,2006,4
Denmark,Geothermal,2007,7
Denmark,Geothermal,2008,8
Denmark,Geothermal,2009,5
Denmark,Geothermal,2010,6
Denmark,Geothermal,2011,16
Denmark,Geothermal,2012,15
Denmark,Geothermal,2013,30
Denmark,Geothermal,2014,25
Denmark,Geothermal,2015,29
Denmark,Geothermal,2016,39
Denmark,Geothermal,2017,50
Denmark,Geothermal,2018,63
Denmark,Geothermal,2019,64
Denmark,Geothermal,2020,69
Denmark,Geothermal,2021,88
Denmark,Geothermal,2022,90
Denmark,Geothermal,2023,96
Estonia,Geothermal,2003,2
Estonia,Geothermal,2006,1
Estonia,Geothermal,2008,1
Estonia,Geothermal,2009,1
Estonia,Geothermal,2010,2
Estonia,Geothermal,2012,1
Estonia,Geothermal,2013,3
Estonia,Geothermal,2014,3
Estonia,Geothermal,2015,1
Estonia,Geothermal,2016,2
Estonia,Geothermal,2017,4
Estonia,Geothermal,2019,9
Estonia,Geothermal,2020,6
Estonia,Geothermal,2021,7
Estonia,Geothermal,2022,12
Estonia,Geothermal,2023,12
Finland,Geothermal,1979,1
Finland,Geothermal,1993,1
Finland,Geothermal,1997,1
Finland,Geothermal,2002,1
Finland,Geothermal,2003,4
Finland,Geothermal,2004,1
Finland,Geothermal,2005,2
Finland,Geothermal,2007,2
Finland,Geothermal,2008,4
Finland,Geothermal,2009,3
Finland,Geothermal,2010,2
Finland,Geothermal,2011,5
Finland,Geothermal,2012,4
Finland,Geothermal,2013,14
Finland,Geothermal,2014,15
Finland,Geothermal,2015,12
Finland,Geothermal,2016,12
Finland,Geothermal,2017,21
Finland,Geothermal,2018,38
Finland,Geothermal,2019,37
Finland,Geothermal,2020,38
Finland,Geothermal,2021,58
Finland,Geothermal,2022,50
Finland,Geothermal,2023,69
France,Geothermal,1975,1
France,Geothermal,1977,4
France,Geothermal,1978,2
France,Geothermal,1979,1
France,Geothermal,1980,7
France,Geothermal,1981,2
France,Geothermal,1982,2
France,Geothermal,1984,1
France,Geothermal,1985,6
France,Geothermal,1986,2
France,Geothermal,1987,1
France,Geothermal,1988,3
France,Geothermal,1989,6
France,Geothermal,1991,3
France,Geothermal,1992,1
France,Geothermal,1993,2
France,Geothermal,1994,2
France,Geothermal,1995,4
France,Geothermal,1997,3
France,Geothermal,1998,6
France,Geothermal,1999,7
France,Geothermal,2000,10
France,Geothermal,2001,4
France,Geothermal,2002,2
France,Geothermal,2003,8
France,Geothermal,2004,11
France,Geothermal,2005,5
France,Geothermal,2006,11
France,Geothermal,2007,20
France,Geothermal,2008,15
France,Geothermal,2009,19
France,Geothermal,2010,26
France,Geothermal,2011,34
France,Geothermal,2012,43
France,Geothermal,2013,48
France,Geothermal,2014,61
France,Geothermal,2015,63
France,Geothermal,2016,72
France,Geothermal,2017,79
France,Geothermal,2018,126
France,Geothermal,2019,148
France,Geothermal,2020,168
France,Geothermal,2021,221
France,Geothermal,2022,158
France,Geothermal,2023,268
Germany,Geothermal,1975,3
Germany,Geothermal,1976,2
Germany,Geothermal,1977,2
Germany,Geothermal,1978,2
Germany,Geothermal,1979,4
Germany,Geothermal,1980,6
Germany,Geothermal,1981,2
Germany,Geothermal,1982,2
Germany,Geothermal,1983,4
Germany,Geothermal,1984,1
Germany,Geothermal,1987,3
Germany,Geothermal,1988,3
Germany,Geothermal,1989,10
Germany,Geothermal,1990,6
Germany,Geothermal,1991,7
Germany,Geothermal,1992,2
Germany,Geothermal,1993,1
Germany,Geothermal,1994,1
Germany,Geothermal,1995,7
Germany,Geothermal,1996,5
Germany,Geothermal,1997,5
Germany,Geothermal,1998,3
Germany,Geothermal,1999,7
Germany,Geothermal,2000,6
Germany,Geothermal,2001,11
Germany,Geothermal,2002,7
Germany,Geothermal,2003,16
Germany,Geothermal,2004,9
Germany,Geothermal,2005,23
Germany,Geothermal,2006,12
Germany,Geothermal,2007,28
Germany,Geothermal,2008,23
Germany,Geothermal,2009,36
Germany,Geothermal,2010,55
Germany,Geothermal,2011,47
Germany,Geothermal,2012,55
Germany,Geothermal,2013,135
Germany,Geothermal,2014,130
Germany,Geothermal,2015,129
Germany,Geothermal,2016,124
Germany,Geothermal,2017,159
Germany,Geothermal,2018,147
Germany,Geothermal,2019,195
Germany,Geothermal,2020,293
Germany,Geothermal,2021,406
Germany,Geothermal,2022,382
Germany,Geothermal,2023,442
Greece,Geothermal,1975,1
Greece,Geothermal,1980,2
Greece,Geothermal,1981,1
Greece,Geothermal,1983,1
Greece,Geothermal,1985,1
Greece,Geothermal,1987,1
Greece,Geothermal,1989,1
Greece,Geothermal,1992,1
Greece,Geothermal,1993,2
Greece,Geothermal,1995,1
Greece,Geothermal,1997,1
Greece,Geothermal,1998,1
Greece,Geothermal,1999,2
Greece,Geothermal,2000,2
Greece,Geothermal,2001,2
Greece,Geothermal,2002,2
Greece,Geothermal,2003,3
Greece,Geothermal,2004,3
Greece,Geothermal,2005,4
Greece,Geothermal,2006,1
Greece,Geothermal,2007,5
Greece,Geothermal,2008,5
Greece,Geothermal,2009,2
Greece,Geothermal,2010,7
Greece,Geothermal,2011,2
Greece,Geothermal,2012,6
Greece,Geothermal,2013,12
Greece,Geothermal,2014,6
Greece,Geothermal,2015,8
Greece,Geothermal,2016,13
Greece,Geothermal,2017,33
Greece,Geothermal,2018,29
Greece,Geothermal,2019,36
Greece,Geothermal,2020,30
Greece,Geothermal,2021,35
Greece,Geothermal,2022,42
Greece,Geothermal,2023,69
Hungary,Geothermal,1975,1
Hungary,Geothermal,1979,1
Hungary,Geothermal,1984,1
Hungary,Geothermal,1985,1
Hungary,Geothermal,1989,1
Hungary,Geothermal,1991,2
Hungary,Geothermal,1994,1
Hungary,Geothermal,2000,1
Hungary,Geothermal,2001,2
Hungary,Geothermal,2003,4
Hungary,Geothermal,2005,1
Hungary,Geothermal,2007,2
Hungary,Geothermal,2008,5
Hungary,Geothermal,2009,3
Hungary,Geothermal,2010,6
Hungary,Geothermal,2011,11
Hungary,Geothermal,2012,13
Hungary,Geothermal,2013,6
Hungary,Geothermal,2014,15
Hungary,Geothermal,2015,20
Hungary,Geothermal,2016,17
Hungary,Geothermal,2017,19
Hungary,Geothermal,2018,18
Hungary,Geothermal,2019,33
Hungary,Geothermal,2020,29
Hungary,Geothermal,2021,58
Hungary,Geothermal,2022,44
Hungary,Geothermal,2023,67
Ireland,Geothermal,1979,2
Ireland,Geothermal,1980,1
Ireland,Geothermal,1981,1
Ireland,Geothermal,1982,1
Ireland,Geothermal,1986,2
Ireland,Geothermal,2001,1
Ireland,Geothermal,2003,3
Ireland,Geothermal,2009,2
Ireland,Geothermal,2010,2
Ireland,Geothermal,2011,5
Ireland,Geothermal,2012,8
Ireland,Geothermal,2013,6
Ireland,Geothermal,2014,9
Ireland,Geothermal,2015,7
Ireland,Geothermal,2016,6
Ireland,Geothermal,2017,14
Ireland,Geothermal,2018,5
Ireland,Geothermal,2019,17
Ireland,Geothermal,2020,20
Ireland,Geothermal,2021,27
Ireland,Geothermal,2022,19
Ireland,Geothermal,2023,29
Italy,Geothermal,1975,1
Italy,Geothermal,1976,1
Italy,Geothermal,1977,2
Italy,Geothermal,1978,1
Italy,Geothermal,1980,3
Italy,Geothermal,1981,2
Italy,Geothermal,1982,1
Italy,Geothermal,1984,1
Italy,Geothermal,1985,3
Italy,Geothermal,1986,5
Italy,Geothermal,1987,1
Italy,Geothermal,1988,6
Italy,Geothermal,1992,2
Italy,Geothermal,1993,3
Italy,Geothermal,1994,1
Italy,Geothermal,1996,2
Italy,Geothermal,1997,5
Italy,Geothermal,1998,4
Italy,Geothermal,1999,6
Italy,Geothermal,2000,6
Italy,Geothermal,2001,5
Italy,Geothermal,2002,9
Italy,Geothermal,2003,3
Italy,Geothermal,2004,6
Italy,Geothermal,2005,8
Italy,Geothermal,2006,7
Italy,Geothermal,2007,9
Italy,Geothermal,2008,9
Italy,Geothermal,2009,14
Italy,Geothermal,2010,14
Italy,Geothermal,2011,29
Italy,Geothermal,2012,40
Italy,Geothermal,2013,68
Italy,Geothermal,2014,66
Italy,Geothermal,2015,78
Italy,Geothermal,2016,88
Italy,Geothermal,2017,110
Italy,Geothermal,2018,143
Italy,Geothermal,2019,149
Italy,Geothermal,2020,216
Italy,Geothermal,2021,224
Italy,Geothermal,2022,212
Italy,Geothermal,2023,330
Japan,Geothermal,1974,2
Japan,Geothermal,1975,2
Japan,Geothermal,1976,3
Japan,Geothermal,1977,1
Japan,Geothermal,1978,5
Japan,Geothermal,1979,5
Japan,Geothermal,1980,1
Japan,Geothermal,1981,2
Japan,Geothermal,1982,3
Japan,Geothermal,1983,12
Japan,Geothermal,1984,7
Japan,Geothermal,1985,9
Japan,Geothermal,1986,5
Japan,Geothermal,1987,3
Japan,Geothermal,1988,1
Japan,Geothermal,1989,5
Japan,Geothermal,1990,6
Japan,Geothermal,1991,8
Japan,Geothermal,1992,7
Japan,Geothermal,1993,4
Japan,Geothermal,1994,6
Japan,Geothermal,1995,5
Japan,Geothermal,1996,5
Japan,Geothermal,1997,8
Japan,Geothermal,1998,8
Japan,Geothermal,1999,10
Japan,Geothermal,2000,19
Japan,Geothermal,2001,15
Japan,Geothermal,2002,11
Japan,Geothermal,2003,19
Japan,Geothermal,2004,22
Japan,Geothermal,2005,22
Japan,Geothermal,2006,30
Japan,Geothermal,2007,41
Japan,Geothermal,2008,29
Japan,Geothermal,2009,32
Japan,Geothermal,2010,28
Japan,Geothermal,2011,37
Japan,Geothermal,2012,54
Japan,Geothermal,2013,69
Japan,Geothermal,2014,62
Japan,Geothermal,2015,77
Japan,Geothermal,2016,65
Japan,Geothermal,2017,79
Japan,Geothermal,2018,88
Japan,Geothermal,2019,86
Japan,Geothermal,2020,103
Japan,Geothermal,2021,137
Japan,Geothermal,2022,121
Japan,Geothermal,2023,133
Korea,Geothermal,1988,1
Korea,Geothermal,1991,1
Korea,Geothermal,1998,1
Korea,Geothermal,2002,2
Korea,Geothermal,2005,1
Korea,Geothermal,2006,2
Korea,Geothermal,2007,3
Korea,Geothermal,2008,5
Korea,Geothermal,2009,7
Korea,Geothermal,2010,11
Korea,Geothermal,2011,18
Korea,Geothermal,2012,36
Korea,Geothermal,2013,42
Korea,Geothermal,2014,40
Korea,Geothermal,2015,36
Korea,Geothermal,2016,28
Korea,Geothermal,2017,33
Korea,Geothermal,2018,43
Korea,Geothermal,2019,46
Korea,Geothermal,2020,69
Korea,Geothermal,2021,76
Korea,Geothermal,2022,82
Korea,Geothermal,2023,122
Latvia,Geothermal,2003,1
